#AMS02pre(0000/00)
286.74882250 	 21.834061135 	 3.71179
#AMS2014nonformal(0000/00)
0.56846 0.206856 0.0742488
0.728432 0.867531 0.0724292
0.908413 1.35573 0.099591
1.1084 2.04165 0.138879
1.33283 2.7552 0.172216
1.58291 3.67862 0.211122
1.85297 4.52765 0.240491
2.14756 5.54024 0.273159
2.47223 6.46249 0.29631
2.81777 7.27747 0.311878
3.1732 8.36488 0.33715
3.53856 9.08418 0.346966
3.91854 9.7883 0.356023
4.32321 10.1383 0.353001
4.7626 10.6228 0.355637
5.23737 10.9355 0.354509
5.73745 11.0956 0.350257
6.26225 11.4029 0.351784
6.81233 11.5973 0.351981
7.38715 11.6519 0.349753
7.98724 11.7077 0.349494
8.61683 11.9984 0.356832
9.27694 12.0298 0.35876
9.96181 12.0297 0.361252
10.6719 12.0295 0.364929
11.4116 12.2577 0.374278
12.1865 12.2358 0.377344
12.9914 12.2788 0.382866
13.8215 11.9129 0.378465
14.686 12.1149 0.388025
15.5861 12.2589 0.398737
16.5159 12.0665 0.39828
17.4808 12.4092 0.414783
18.4758 12.2049 0.416203
19.5056 12.5616 0.43245
20.5754 12.4165 0.436092
21.6804 11.9256 0.429378
22.825 12.4662 0.452735
24.01 12.5433 0.462564
25.2492 12.5326 0.468227
26.5636 12.3224 0.466955
27.9528 13.1809 0.501368
29.4317 12.9863 0.503987
31.0011 12.4344 0.501188
32.6601 12.6299 0.518081
34.4288 13.0305 0.542736
36.3176 13.1403 0.557283
38.3312 13.4092 0.586184
40.4797 13.7433 0.61173
42.7828 13.9585 0.636231
45.2607 15.1926 0.695313
47.9235 13.5373 0.667461
50.8005 13.7179 0.695461
53.9224 15.0316 0.768505
57.3184 14.7583 0.790984
61.0337 14.2747 0.804506
65.1131 15.0551 0.852897
69.621 16.693 0.968506
74.6469 16.2051 0.981595
80.2906 14.9101 0.983864
86.6854 17.0995 1.10798
94.0247 17.3207 1.18566
102.571 16.5954 1.19412
112.699 17.8375 1.33629
125.016 16.7652 1.35999
140.129 16.9674 1.49382
158.871 20.2148 1.82447
183.072 20.1879 1.9251
216.229 18.4907 2.06737
261.812 18.6102 2.73699
326.76 22.2323 3.80497
428.501 17.2316 4.45149
588.837 13.5046 6.91429
832.26 21.1457 33.7839
#AMS20141GV(0000/00)
1.11 2.11983 0.139471
1.33 3.15253 0.189676
1.58 4.18097 0.201121
1.85 5.07163 0.242675
2.15 6.15185 0.2811
2.47 6.91677 0.289863
2.82 7.69204 0.317147
3.17 8.85569 0.356149
3.54 9.40472 0.357657
3.92 9.87875 0.366403
4.32 10.3196 0.332412
4.76 10.634 0.353282
5.24 11.1649 0.352721
5.74 11.2337 0.348719
6.26 11.5052 0.357183
6.81 11.8117 0.360093
7.39 11.8654 0.372085
7.99 11.9359 0.371346
8.62 12.2336 0.344922
9.28 11.9877 0.357404
9.96 12.3506 0.407383
10.7 12.3729 0.387393
11.4 12.2968 0.344598
12.2 12.3659 0.349286
13.0 12.6547 0.354255
13.8 12.0891 0.342659
14.7 12.1978 0.343595
15.6 12.6421 0.358153
16.5 12.6229 0.386427
17.5 12.7017 0.38647
18.5 12.7266 0.405422
19.5 12.9019 0.370744
20.6 12.5882 0.437091
21.7 12.4663 0.433526
22.8 12.445 0.427342
24.0 12.8978 0.439986
25.2 12.6104 0.441462
26.6 12.4784 0.452489
28.0 13.0395 0.481445
29.4 13.2143 0.4855
31.0 12.8995 0.484962
32.7 13.1471 0.519805
34.4 13.0264 0.521309
36.3 12.8668 0.545373
38.3 13.6522 0.597219
40.5 14.0168 0.612455
42.8 13.3285 0.612345
45.3 14.5017 0.670342
47.9 13.4081 0.640834
50.8 14.1584 0.764417
53.9 14.6726 0.781858
57.3 14.204 0.793731
61.0 14.8219 0.844723
65.1 14.9259 0.889732
69.6 16.1159 0.966049
74.6 16.1498 1.00414
80.3 14.9121 0.995974
86.7 17.9873 1.19639
94.0 17.2761 1.22634
103 16.7187 1.27433
113 16.5933 1.29057
125 16.7188 1.44121
140 17.0402 1.60799
159 21.0229 2.01345
183 19.5499 2.14059
216 20.9616 2.52748
262 21.7615 3.30646
327 21.5739 4.40125
429 19.5015 6.01966
